Num Samples	339
Sample ct min/max/mean: 1 / 61943 / 34959.2713864
Sample	Sequence Count
000004753.1076367	1
000001125.1076337	1
000004894.1076204	1
000001410.1076207	1
000002628.1076328	1
000002911.1076393	1
000002302.1076213	1
000004696.1076172	2
000004611.1076237	2
000004859.1076231	3
000001156.1076178	3
000001912.1076194	3
000003169.1076390	4
000004144.1076152	4
000003603.1076479	4
000001400.1076345	4
000003368.1076449	4
000004273.1076240	4
000004926.1076372	5
000003170.1076187	5
000005263.1076371	5
000004916.1076313	5
000004780.1076163	6
000002183.1076375	6
000004711.1076148	6
000001851.1076307	7
000002301.1076386	8
000002733.1076465	9
000004679.1076461	9
000003136.1076362	9
000001238.1076317	9
000002023.1076356	9
000004782.1076257	9
000004662.1076254	12
000005755.1076260	14
000002733.1076457	17
000004726.1076189	21
000001590.1076320	22
000001631.1076423	25
000001483.1076445	26
000001635.1076140	29
000002288.1076201	29
000004272.1076219	33
000004695.1076294	37
000004633.1076440	45
000003894.1076311	51
000004891.1076474	57
000003171.1076314	5249
Blank8.H8.1076363	9093
000001616.1076171	16574
000003387.1076286	16678
000005032.1076246	18058
000004847.1076145	21678
000005223.1076401	21879
000001879.1076223	22537
000004823.1076277	24528
000002177.1076288	24582
000004811.1076450	24775
000002208.1076206	24821
000002050.1076426	25855
000001384.1076438	26319
000005016.1076421	26752
000002995.1076143	27029
000002345.1076192	27283
000005036.1076255	27542
000001197.1076290	27680
000005085.1076193	28047
000002656.1076186	28611
000001676.1076404	29172
000002475.1076473	29293
000001073.1076273	29400
000004773.1076185	29457
000004654.1076358	29599
000003193.1076330	29715
000004716.1076420	29728
000002346.1076208	29753
000003793.1076234	30020
000004281.1076377	30323
000005576.1076167	30358
000005660.1076378	30449
000008949.1076233	30741
000004714.1076253	30870
000005824.1076392	31024
000004640.1076225	31096
000003319.1076458	31474
000004818.1076391	31784
000008949.1076209	32071
000004774.1076460	32121
000002384.1076153	32148
000005238.1076291	32152
000004783.1076472	32220
000001374.1076462	32239
000002709.1076342	32284
000005655.1076197	32321
000001887.1076214	32592
000004652.1076357	32786
000002589.1076365	32990
000001594.1076395	33091
000001908.1076338	33116
000001193.1076477	33261
000002347.1076425	33267
000001892.1076265	33289
000001042.1076459	33399
000002577.1076258	33641
000004660.1076468	33696
000002578.1076195	33760
000004752.1076466	33888
000005653.1076283	34225
000002132.1076332	34295
000004819.1076407	34397
000001725.1076340	34399
000005903.1076379	34648
000004807.1076183	34767
000004830.1076138	35036
000001026.1076452	35230
000002337.1076451	35335
000001520.1076266	35422
000004759.1076327	35441
000004797.1076177	35669
000004697.1076252	35890
000004736.1076315	35918
000003086.1076455	36049
000001827.1076437	36109
000003438.1076250	36182
000004667.1076264	36412
000001244.1076467	36432
000003026.1076300	36450
000003757.1076203	36828
000001940.1076285	36886
000004917.1076276	36904
000004145.1076463	36918
000004641.1076399	36918
000001492.1076464	37011
000001111.1076323	37052
000001263.1076271	37137
000004707.1076222	37160
000001922.1076319	37389
000004864.1076238	37391
000003126.1076280	37424
000008954.1076321	37651
000005648.1076376	37659
000002818.1076355	37745
000002404.1076256	37746
000002713.1076226	37758
000002590.1076161	37785
000001072.1076364	37785
000002503.1076368	37926
000001582.1076447	37967
000005017.1076470	38023
000003602.1076179	38089
000003125.1076414	38205
000005811.1076419	38294
000004656.1076279	38350
000001779.1076243	38459
000003713.1076336	38518
000005799.1076278	38519
000005780.1076196	38527
000004699.1076394	38543
000005034.1076350	38689
000001084.1076216	38819
000003023.1076351	38877
000001267.1076341	38889
000005293.1076162	38893
000001939.1076169	38903
000002348.1076160	39026
000004860.1076235	39074
000004636.1076424	39120
000004812.1076384	39253
000003222.1076413	39316
000003798.1076388	39357
000002751.1076200	39393
000001579.1076370	39462
000005916.1076402	39478
000005885.1076270	39542
000008950.1076198	39548
000001558.1076184	39594
000001423.1076221	39608
000003082.1076433	39611
000001966.1076441	39616
000002710.1076275	39795
000004951.1076295	39804
000003220.1076239	39855
000002783.1076422	39933
000002655.1076212	40032
000001570.1076416	40182
000004952.1076199	40301
000002334.1076229	40339
000002276.1076156	40360
000002180.1076396	40410
000005825.1076380	40606
000005792.1076331	40613
000004758.1076374	40643
000001334.1076230	40649
000004677.1076202	40740
000003240.1076241	40740
000003279.1076292	40788
000003794.1076403	40815
000005163.1076142	40855
000002979.1076405	40880
000001509.1076139	40883
000005835.1076274	40899
000004915.1076343	40923
000004676.1076360	41008
000002437.1076448	41072
000002734.1076312	41213
000005884.1076431	41468
000002465.1076284	41504
000004890.1076329	41896
000003795.1076262	41899
000004612.1076352	41924
000008950.1076415	41954
000002389.1076456	41961
000004731.1076409	42137
000005433.1076267	42211
000003475.1076147	42216
000001568.1076176	42226
000002064.1076346	42239
000002906.1076335	42616
000001253.1076218	42724
000003001.1076398	42781
000001765.1076173	42869
000005756.1076293	42961
000005834.1076478	43004
000002996.1076141	43077
000001529.1076281	43131
000004709.1076180	43187
000004831.1076322	43315
000005039.1076228	43330
000001934.1076306	43349
000005015.1076318	43364
000001205.1076316	43382
000008952.1076326	43579
000003476.1076215	43638
000003022.1076269	43676
000003473.1076353	43752
000005954.1076427	43770
000003149.1076181	43805
000001500.1076150	43855
000002851.1076309	43961
000005841.1076304	44002
000001684.1076429	44109
000005945.1076471	44138
000001332.1076408	44149
000002287.1076236	44454
000001911.1076144	44580
000004858.1076164	44916
000002651.1076282	45080
000008952.1076175	45092
000001209.1076406	45101
000001255.1076444	45158
000002043.1076297	45221
000004642.1076446	45223
000005902.1076268	45341
000004686.1076302	45405
000002403.1076244	45426
000003221.1076157	45436
000005080.1076430	45436
000003002.1076454	45449
000005784.1076227	45636
000001286.1076166	45650
000005033.1076435	45705
000002073.1076324	45849
000002114.1076296	45867
000004616.1076325	46031
000004822.1076432	46053
000001572.1076205	46127
000004980.1076442	46224
000004881.1076347	46306
000002414.1076151	46307
000005571.1076389	46371
000005849.1076251	46385
000005360.1076245	46406
000002036.1076165	46425
000002044.1076220	46426
000004737.1076217	46526
000001499.1076418	46565
000004796.1076168	46756
000001331.1076387	46764
000002972.1076373	46956
000004738.1076259	47081
000002652.1076263	47141
000004781.1076272	47209
000005554.1076439	47302
000003442.1076242	47578
000004872.1076287	47787
000002971.1076211	48021
